API/UWI,Monthly Production Date,Monthly Oil,Monthly Gas,Monthly Water,Monthly BOE,Days,Cum Oil,Cum Gas,Cum Water,Avg Oil,Avg Gas,Avg Water,Daily Avg BOE,Reservoir,DI Landing Zone,Well Name,Well Number,Operator Company Name,Production Type,Well Status,Entity Type,Total Proppant,Total Fluid,Gross Perforated Interval,DI Lateral Length,Producing Month Number,Monthly Oil Per perforated Ft,Monthly Gas Per perforated Ft,Monthly BOE Per perforated Ft,Daily Avg Oil Per perforated Ft,Daily Avg Gas Per perforated Ft,Daily Avg BOE Per perforated Ft,Cum Oil Per perforated Ft,Cum Gas Per perforated Ft,Cum BOE Per perforated Ft
42461360400000,2012-03-01,231,4185,39,928.50,,17122,187611,2041,7.45,135.00,1.26,30.95,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,42,,,,,,,,,
42461360400000,2012-04-01,272,4623,46,1042.50,,17394,192234,2087,9.07,154.10,1.53,34.75,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,43,,,,,,,,,
42461360400000,2012-05-01,240,4642,41,1013.67,,17634,196876,2128,7.74,149.74,1.32,33.79,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,44,,,,,,,,,
42461360400000,2012-06-01,204,4285,35,918.17,,17838,201161,2163,6.80,142.83,1.17,30.61,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,45,,,,,,,,,
42461360400000,2012-07-01,152,4055,26,827.83,,17990,205216,2189,4.90,130.81,0.84,27.59,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,46,,,,,,,,,
42461360400000,2012-08-01,180,3054,31,689.00,,18170,208270,2220,5.81,98.52,1.00,22.97,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,47,,,,,,,,,
42461360400000,2012-09-01,220,3289,38,768.17,,18390,211559,2258,7.33,109.63,1.27,25.61,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,48,,,,,,,,,
42461360400000,2012-10-01,272,3695,47,887.83,,18662,215254,2305,8.77,119.19,1.52,29.59,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,49,,,,,,,,,
42461360400000,2012-11-01,264,3720,47,884.00,,18926,218974,2352,8.80,124.00,1.57,29.47,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,50,,,,,,,,,
42461360400000,2012-12-01,299,4418,54,1035.33,,19225,223392,2406,9.65,142.52,1.74,34.51,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,51,,,,,,,,,
42461360400000,2013-01-01,260,4749,27,1051.50,,19485,228141,2433,8.39,153.19,0.87,35.05,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,52,,,,,,,,,
42461360400000,2013-02-01,252,4135,27,941.17,,19737,232276,2460,9.00,147.68,0.96,31.37,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,53,,,,,,,,,
42461360400000,2013-03-01,289,3998,31,955.33,,20026,236274,2491,9.32,128.97,1.00,31.84,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,54,,,,,,,,,
42461360400000,2013-04-01,285,3943,30,942.17,,20311,240217,2521,9.50,131.43,1.00,31.41,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,55,,,,,,,,,
42461360400000,2013-05-01,268,3890,29,916.33,,20579,244107,2550,8.65,125.48,0.94,30.54,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,56,,,,,,,,,
42461360400000,2013-06-01,216,3838,23,855.67,,20795,247945,2573,7.20,127.93,0.77,28.52,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,57,,,,,,,,,
42461360400000,2013-07-01,238,2889,25,719.50,,21033,250834,2598,7.68,93.19,0.81,23.98,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,58,,,,,,,,,
42461360400000,2013-08-01,214,3278,23,760.33,,21247,254112,2621,6.90,105.74,0.74,25.34,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,59,,,,,,,,,
42461360400000,2013-09-01,230,3423,25,800.50,,21477,257535,2646,7.67,114.10,0.83,26.68,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,60,,,,,,,,,
42461360400000,2013-10-01,168,2779,18,631.17,,21645,260314,2664,5.42,89.65,0.58,21.04,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,61,,,,,,,,,
42461360400000,2013-11-01,163,2455,17,572.17,,21808,262769,2681,5.43,81.83,0.57,19.07,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,62,,,,,,,,,
42461360400000,2013-12-01,164,2819,17,633.83,,21972,265588,2698,5.29,90.94,0.55,21.13,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,63,,,,,,,,,
42461360400000,2014-01-01,125,2532,21,547.00,,22097,268120,2719,4.03,81.68,0.68,18.23,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,64,,,,,,,,,
42461360400000,2014-02-01,248,2487,42,662.50,,22345,270607,2761,8.86,88.82,1.50,22.08,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,65,,,,,,,,,
42461360400000,2014-03-01,193,2577,33,622.50,,22538,273184,2794,6.23,83.13,1.06,20.75,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,66,,,,,,,,,
42461360400000,2014-04-01,220,3243,37,760.50,,22758,276427,2831,7.33,108.10,1.23,25.35,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,67,,,,,,,,,
42461360400000,2014-05-01,265,3819,45,901.50,,23023,280246,2876,8.55,123.19,1.45,30.05,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,68,,,,,,,,,
42461360400000,2014-06-01,221,3365,37,781.83,,23244,283611,2913,7.37,112.17,1.23,26.06,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,69,,,,,,,,,
42461360400000,2014-07-01,218,3475,37,797.17,,23462,287086,2950,7.03,112.10,1.19,26.57,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,70,,,,,,,,,
42461360400000,2014-08-01,202,3398,34,768.33,,23664,290484,2984,6.52,109.61,1.10,25.61,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,71,,,,,,,,,
42461360400000,2014-09-01,184,3122,31,704.33,,23848,293606,3015,6.13,104.07,1.03,23.48,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,72,,,,,,,,,
42461360400000,2014-10-01,196,3449,33,770.83,,24044,297055,3048,6.32,111.26,1.06,25.69,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,73,,,,,,,,,
42461360400000,2014-11-01,177,3292,30,725.67,,24221,300347,3078,5.90,109.73,1.00,24.19,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,74,,,,,,,,,
42461360400000,2014-12-01,186,3433,32,758.17,,24407,303780,3110,6.00,110.74,1.03,25.27,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,75,,,,,,,,,
42461360400000,2015-01-01,200,3281,79,746.83,,24607,307061,3189,6.45,105.84,2.55,24.89,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,76,,,,,,,,,
42461360400000,2015-02-01,160,2999,63,659.83,,24767,310060,3252,5.71,107.11,2.25,21.99,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,77,,,,,,,,,
42461360400000,2015-03-01,208,3127,82,729.17,,24975,313187,3334,6.71,100.87,2.65,24.31,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,78,,,,,,,,,
42461360400000,2015-04-01,189,3201,75,722.50,,25164,316388,3409,6.30,106.70,2.50,24.08,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,79,,,,,,,,,
42461360400000,2015-05-01,193,3440,78,766.33,,25357,319828,3487,6.23,110.97,2.52,25.54,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,80,,,,,,,,,
42461360400000,2015-06-01,166,3166,67,693.67,,25523,322994,3554,5.53,105.53,2.23,23.12,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,81,,,,,,,,,
42461360400000,2015-07-01,172,3285,70,719.50,,25695,326279,3624,5.55,105.97,2.26,23.98,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,82,,,,,,,,,
42461360400000,2015-08-01,134,2687,55,581.83,,25829,328966,3679,4.32,86.68,1.77,19.39,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,83,,,,,,,,,
42461360400000,2015-09-01,123,1815,51,425.50,,25952,330781,3730,4.10,60.50,1.70,14.18,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,84,,,,,,,,,
42461360400000,2015-10-01,205,2813,85,673.83,,26157,333594,3815,6.61,90.74,2.74,22.46,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,85,,,,,,,,,
42461360400000,2015-11-01,254,3072,106,766.00,,26411,336666,3921,8.47,102.40,3.53,25.53,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,86,,,,,,,,,
42461360400000,2015-12-01,207,2753,86,665.83,,26618,339419,4007,6.68,88.81,2.77,22.19,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,87,,,,,,,,,
42461360400000,2016-01-01,266,3725,100,886.83,,26884,343144,4107,8.58,120.16,3.23,29.56,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,88,,,,,,,,,
42461360400000,2016-02-01,229,3348,86,787.00,,27113,346492,4193,7.90,115.45,2.97,26.23,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,89,,,,,,,,,
42461360400000,2016-03-01,251,4081,95,931.17,,27364,350573,4288,8.10,131.65,3.06,31.04,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,90,,,,,,,,,
42461360400000,2016-04-01,219,3685,83,833.17,,27583,354258,4371,7.30,122.83,2.77,27.77,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,91,,,,,,,,,
42461360400000,2016-05-01,198,3431,75,769.83,,27781,357689,4446,6.39,110.68,2.42,25.66,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,92,,,,,,,,,
42461360400000,2016-06-01,151,3147,58,675.50,,27932,360836,4504,5.03,104.90,1.93,22.52,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,93,,,,,,,,,
42461360400000,2016-07-01,191,3194,73,723.33,,28123,364030,4577,6.16,103.03,2.35,24.11,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,94,,,,,,,,,
42461360400000,2016-08-01,176,3037,67,682.17,,28299,367067,4644,5.68,97.97,2.16,22.74,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,95,,,,,,,,,
42461360400000,2016-09-01,157,2904,60,641.00,,28456,369971,4704,5.23,96.80,2.00,21.37,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,96,,,,,,,,,
42461360400000,2016-10-01,105,3235,41,644.17,,28561,373206,4745,3.39,104.35,1.32,21.47,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,97,,,,,,,,,
42461360400000,2016-11-01,149,2798,57,615.33,,28710,376004,4802,4.97,93.27,1.90,20.51,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,98,,,,,,,,,
42461360400000,2016-12-01,153,2730,59,608.00,,28863,378734,4861,4.94,88.06,1.90,20.27,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,99,,,,,,,,,
42461360400000,2017-01-01,160,2320,59,546.67,,29023,381054,4920,5.16,74.84,1.90,18.22,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,100,,,,,,,,,
42461360400000,2017-02-01,133,2438,49,539.33,,29156,383492,4969,4.75,87.07,1.75,17.98,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,101,,,,,,,,,
42461360400000,2017-03-01,137,2634,51,576.00,,29293,386126,5020,4.42,84.97,1.65,19.20,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,102,,,,,,,,,
42461360400000,2017-04-01,139,2292,52,521.00,,29432,388418,5072,4.63,76.40,1.73,17.37,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,103,,,,,,,,,
42461360400000,2017-05-01,143,2469,53,554.50,,29575,390887,5125,4.61,79.65,1.71,18.48,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,104,,,,,,,,,
42461360400000,2017-06-01,128,2528,48,549.33,,29703,393415,5173,4.27,84.27,1.60,18.31,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,105,,,,,,,,,
42461360400000,2017-07-01,152,2806,57,619.67,,29855,396221,5230,4.90,90.52,1.84,20.66,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,106,,,,,,,,,
42461360400000,2017-08-01,165,2909,62,649.83,,30020,399130,5292,5.32,93.84,2.00,21.66,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,107,,,,,,,,,
42461360400000,2017-09-01,191,2794,72,656.67,,30211,401924,5364,6.37,93.13,2.40,21.89,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,108,,,,,,,,,
42461360400000,2017-10-01,159,2865,60,636.50,,30370,404789,5424,5.13,92.42,1.94,21.22,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,109,,,,,,,,,
42461360400000,2017-11-01,151,2816,57,620.33,,30521,407605,5481,5.03,93.87,1.90,20.68,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,110,,,,,,,,,
42461360400000,2017-12-01,148,2737,56,604.17,,30669,410342,5537,4.77,88.29,1.81,20.14,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,111,,,,,,,,,
42461360400000,2018-01-01,137,2634,39,576.00,,30806,412976,5576,4.42,84.97,1.26,19.20,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,112,,,,,,,,,
42461360400000,2018-02-01,151,2442,43,558.00,,30957,415418,5619,5.39,87.21,1.54,18.60,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,113,,,,,,,,,
42461360400000,2018-03-01,141,2646,40,582.00,,31098,418064,5659,4.55,85.35,1.29,19.40,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,114,,,,,,,,,
42461360400000,2018-04-01,97,2219,28,466.83,,31195,420283,5687,3.23,73.97,0.93,15.56,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,115,,,,,,,,,
42461360400000,2018-05-01,96,2375,28,491.83,,31291,422658,5715,3.10,76.61,0.90,16.39,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,116,,,,,,,,,
42461360400000,2018-06-01,116,2376,33,512.00,,31407,425034,5748,3.87,79.20,1.10,17.07,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,117,,,,,,,,,
42461360400000,2018-07-01,109,2520,31,529.00,,31516,427554,5779,3.52,81.29,1.00,17.63,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,118,,,,,,,,,
42461360400000,2018-08-01,101,2420,29,504.33,,31617,429974,5808,3.26,78.06,0.94,16.81,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,119,,,,,,,,,
42461360400000,2018-09-01,98,2343,28,488.50,,31715,432317,5836,3.27,78.10,0.93,16.28,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,120,,,,,,,,,
42461360400000,2018-10-01,92,2134,26,447.67,,31807,434451,5862,2.97,68.84,0.84,14.92,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,121,,,,,,,,,
42461360400000,2018-11-01,46,1773,13,341.50,,31853,436224,5875,1.53,59.10,0.43,11.38,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,122,,,,,,,,,
42461360400000,2018-12-01,130,2188,38,494.67,,31983,438412,5913,4.19,70.58,1.23,16.49,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,123,,,,,,,,,
42461360400000,2019-01-01,107,2051,21,448.83,,32090,440463,5934,3.45,66.16,0.68,14.96,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,124,,,,,,,,,
42461360400000,2019-02-01,92,1809,18,393.50,,32182,442272,5952,3.29,64.61,0.64,13.12,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,125,,,,,,,,,
42461360400000,2019-03-01,102,1816,20,404.67,,32284,444088,5972,3.29,58.58,0.65,13.49,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,126,,,,,,,,,
42461360400000,2019-04-01,110,1896,21,426.00,,32394,445984,5993,3.67,63.20,0.70,14.20,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,127,,,,,,,,,
42461360400000,2019-05-01,119,2308,23,503.67,,32513,448292,6016,3.84,74.45,0.74,16.79,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,128,,,,,,,,,
42461360400000,2019-06-01,98,2022,19,435.00,,32611,450314,6035,3.27,67.40,0.63,14.50,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,129,,,,,,,,,
42461360400000,2019-07-01,93,1976,18,422.33,,32704,452290,6053,3.00,63.74,0.58,14.08,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,130,,,,,,,,,
42461360400000,2019-08-01,109,2531,21,530.83,,32813,454821,6074,3.52,81.65,0.68,17.69,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,131,,,,,,,,,
42461360400000,2019-09-01,100,2380,19,496.67,,32913,457201,6093,3.33,79.33,0.63,16.56,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,132,,,,,,,,,
42461360400000,2019-10-01,94,2113,18,446.17,,33007,459314,6111,3.03,68.16,0.58,14.87,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,133,,,,,,,,,
42461360400000,2019-11-01,107,2430,21,512.00,,33114,461744,6132,3.57,81.00,0.70,17.07,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,134,,,,,,,,,
42461360400000,2019-12-01,119,2457,23,528.50,,33233,464201,6155,3.84,79.26,0.74,17.62,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,135,,,,,,,,,
42461360400000,2020-01-01,108,2246,30,482.33,,33341,466447,6185,3.48,72.45,0.97,16.08,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,136,,,,,,,,,
42461360400000,2020-02-01,98,2110,28,449.67,,33439,468557,6213,3.38,72.76,0.97,14.99,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,137,,,,,,,,,
42461360400000,2020-03-01,106,2239,30,479.17,,33545,470796,6243,3.42,72.23,0.97,15.97,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,138,,,,,,,,,
42461360400000,2020-04-01,96,2393,27,494.83,,33641,473189,6270,3.20,79.77,0.90,16.49,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,139,,,,,,,,,
42461360400000,2020-05-01,51,1998,14,384.00,,33692,475187,6284,1.65,64.45,0.45,12.80,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,140,,,,,,,,,
42461360400000,2020-06-01,68,2076,19,414.00,,33760,477263,6303,2.27,69.20,0.63,13.80,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,141,,,,,,,,,
42461360400000,2020-07-01,80,2132,22,435.33,,33840,479395,6325,2.58,68.77,0.71,14.51,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,142,,,,,,,,,
42461360400000,2020-08-01,86,2246,24,460.33,,33926,481641,6349,2.77,72.45,0.77,15.34,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,143,,,,,,,,,
42461360400000,2020-09-01,80,2120,23,433.33,,34006,483761,6372,2.67,70.67,0.77,14.44,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,144,,,,,,,,,
42461360400000,2020-10-01,85,2233,24,457.17,,34091,485994,6396,2.74,72.03,0.77,15.24,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,145,,,,,,,,,
42461360400000,2020-11-01,80,2083,23,427.17,,34171,488077,6419,2.67,69.43,0.77,14.24,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,146,,,,,,,,,
42461360400000,2020-12-01,100,2065,28,444.17,,34271,490142,6447,3.23,66.61,0.90,14.81,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,147,,,,,,,,,
42461360400000,2021-01-01,81,2091,37,429.50,,34352,492233,6484,2.61,67.45,1.19,14.32,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,148,,,,,,,,,
42461360400000,2021-02-01,78,1736,36,367.33,,34430,493969,6520,2.79,62.00,1.29,12.24,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,149,,,,,,,,,
42461360400000,2021-03-01,61,1935,28,383.50,,34491,495904,6548,1.97,62.42,0.90,12.78,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,150,,,,,,,,,
42461360400000,2021-04-01,85,1930,39,406.67,,34576,497834,6587,2.83,64.33,1.30,13.56,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,151,,,,,,,,,
42461360400000,2021-05-01,70,1918,32,389.67,,34646,499752,6619,2.26,61.87,1.03,12.99,TREND AREA,,LARAH,2,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,157527.0000,10100.00,2429.00,,152,,,,,,,,,
