API/UWI,Monthly Production Date,Monthly Oil,Monthly Gas,Monthly Water,Monthly BOE,Days,Cum Oil,Cum Gas,Cum Water,Avg Oil,Avg Gas,Avg Water,Daily Avg BOE,Reservoir,DI Landing Zone,Well Name,Well Number,Operator Company Name,Production Type,Well Status,Entity Type,Total Proppant,Total Fluid,Gross Perforated Interval,DI Lateral Length,Producing Month Number,Monthly Oil Per perforated Ft,Monthly Gas Per perforated Ft,Monthly BOE Per perforated Ft,Daily Avg Oil Per perforated Ft,Daily Avg Gas Per perforated Ft,Daily Avg BOE Per perforated Ft,Cum Oil Per perforated Ft,Cum Gas Per perforated Ft,Cum BOE Per perforated Ft
42461355900000,2008-05-01,364,111,41,382.50,0,364,111,41,11.74,3.58,1.32,12.75,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,1,,,,,,,,,
42461355900000,2008-06-01,1584,1641,177,1857.50,0,1948,1752,218,52.80,54.70,5.90,61.92,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,2,,,,,,,,,
42461355900000,2008-07-01,1092,1342,122,1315.67,0,3040,3094,340,35.23,43.29,3.94,43.86,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,3,,,,,,,,,
42461355900000,2008-08-01,631,911,71,782.83,0,3671,4005,411,20.35,29.39,2.29,26.09,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,4,,,,,,,,,
42461355900000,2008-09-01,1041,705,116,1158.50,0,4712,4710,527,34.70,23.50,3.87,38.62,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,5,,,,,,,,,
42461355900000,2008-10-01,893,629,100,997.83,,5605,5339,627,28.81,20.29,3.23,33.26,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,6,,,,,,,,,
42461355900000,2008-11-01,789,573,88,884.50,,6394,5912,715,26.30,19.10,2.93,29.48,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,7,,,,,,,,,
42461355900000,2008-12-01,1781,738,200,1904.00,,8175,6650,915,57.45,23.81,6.45,63.47,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,8,,,,,,,,,
42461355900000,2009-01-01,3487,2212,392,3855.67,,11662,8862,1307,112.48,71.35,12.65,128.52,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,9,,,,,,,,,
42461355900000,2009-02-01,2011,1465,225,2255.17,,13673,10327,1532,71.82,52.32,8.04,75.17,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,10,,,,,,,,,
42461355900000,2009-03-01,2793,3095,313,3308.83,,16466,13422,1845,90.10,99.84,10.10,110.29,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,11,,,,,,,,,
42461355900000,2009-04-01,997,1117,111,1183.17,,17463,14539,1956,33.23,37.23,3.70,39.44,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,12,,,,,,,,,
42461355900000,2009-05-01,1658,1544,186,1915.33,,19121,16083,2142,53.48,49.81,6.00,63.84,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,13,,,,,,,,,
42461355900000,2009-06-01,1140,974,127,1302.33,,20261,17057,2269,38.00,32.47,4.23,43.41,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,14,,,,,,,,,
42461355900000,2009-07-01,985,959,110,1144.83,,21246,18016,2379,31.77,30.94,3.55,38.16,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,15,,,,,,,,,
42461355900000,2009-08-01,1441,623,161,1544.83,,22687,18639,2540,46.48,20.10,5.19,51.49,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,16,,,,,,,,,
42461355900000,2009-09-01,1179,417,131,1248.50,,23866,19056,2671,39.30,13.90,4.37,41.62,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,17,,,,,,,,,
42461355900000,2009-10-01,1210,356,134,1269.33,,25076,19412,2805,39.03,11.48,4.32,42.31,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,18,,,,,,,,,
42461355900000,2009-11-01,1181,505,131,1265.17,,26257,19917,2936,39.37,16.83,4.37,42.17,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,19,,,,,,,,,
42461355900000,2009-12-01,1345,620,149,1448.33,,27602,20537,3085,43.39,20.00,4.81,48.28,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,20,,,,,,,,,
42461355900000,2010-01-01,927,472,103,1005.67,,28529,21009,3188,29.90,15.23,3.32,33.52,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,21,,,,,,,,,
42461355900000,2010-02-01,699,351,77,757.50,,29228,21360,3265,24.96,12.54,2.75,25.25,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,22,,,,,,,,,
42461355900000,2010-03-01,744,410,83,812.33,,29972,21770,3348,24.00,13.23,2.68,27.08,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,23,,,,,,,,,
42461355900000,2010-04-01,719,393,80,784.50,,30691,22163,3428,23.97,13.10,2.67,26.15,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,24,,,,,,,,,
42461355900000,2010-05-01,926,462,102,1003.00,,31617,22625,3530,29.87,14.90,3.29,33.43,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,25,,,,,,,,,
42461355900000,2010-06-01,172,69,19,183.50,,31789,22694,3549,5.73,2.30,0.63,6.12,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,26,,,,,,,,,
42461355900000,2010-07-01,555,133,61,577.17,,32344,22827,3610,17.90,4.29,1.97,19.24,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,27,,,,,,,,,
42461355900000,2010-08-01,902,443,100,975.83,,33246,23270,3710,29.10,14.29,3.23,32.53,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,28,,,,,,,,,
42461355900000,2010-09-01,1488,2711,164,1939.83,,34734,25981,3874,49.60,90.37,5.47,64.66,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,29,,,,,,,,,
42461355900000,2010-10-01,1454,1927,160,1775.17,,36188,27908,4034,46.90,62.16,5.16,59.17,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,30,,,,,,,,,
42461355900000,2010-11-01,1421,1895,157,1736.83,,37609,29803,4191,47.37,63.17,5.23,57.89,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,31,,,,,,,,,
42461355900000,2010-12-01,1391,1864,153,1701.67,,39000,31667,4344,44.87,60.13,4.94,56.72,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,32,,,,,,,,,
42461355900000,2011-01-01,1362,1834,150,1667.67,,40362,33501,4494,43.94,59.16,4.84,55.59,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,33,,,,,,,,,
42461355900000,2011-02-01,1335,1806,147,1636.00,,41697,35307,4641,47.68,64.50,5.25,54.53,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,34,,,,,,,,,
42461355900000,2011-03-01,1308,1779,144,1604.50,,43005,37086,4785,42.19,57.39,4.65,53.48,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,35,,,,,,,,,
42461355900000,2011-04-01,1284,1754,142,1576.33,,44289,38840,4927,42.80,58.47,4.73,52.54,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,36,,,,,,,,,
42461355900000,2011-05-01,1195,1729,139,1483.17,,45484,40569,5066,38.55,55.77,4.48,49.44,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,37,,,,,,,,,
42461355900000,2011-06-01,760,1705,92,1044.17,,46244,42274,5158,25.33,56.83,3.07,34.81,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,38,,,,,,,,,
42461355900000,2011-07-01,747,2150,127,1105.33,,46991,44424,5285,24.10,69.35,4.10,36.84,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,39,,,,,,,,,
42461355900000,2011-08-01,677,1733,86,965.83,,47668,46157,5371,21.84,55.90,2.77,32.19,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,40,,,,,,,,,
42461355900000,2011-09-01,542,1497,85,791.50,,48210,47654,5456,18.07,49.90,2.83,26.38,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,41,,,,,,,,,
42461355900000,2011-10-01,673,1726,105,960.67,,48883,49380,5561,21.71,55.68,3.39,32.02,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,42,,,,,,,,,
42461355900000,2011-11-01,617,1589,96,881.83,,49500,50969,5657,20.57,52.97,3.20,29.39,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,43,,,,,,,,,
42461355900000,2011-12-01,640,1689,99,921.50,,50140,52658,5756,20.65,54.48,3.19,30.72,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,44,,,,,,,,,
42461355900000,2012-01-01,788,1694,121,1070.33,,50928,54352,5877,25.42,54.65,3.90,35.68,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,45,,,,,,,,,
42461355900000,2012-02-01,566,1505,87,816.83,,51494,55857,5964,19.52,51.90,3.00,27.23,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,46,,,,,,,,,
42461355900000,2012-03-01,810,1770,125,1105.00,,52304,57627,6089,26.13,57.10,4.03,36.83,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,47,,,,,,,,,
42461355900000,2012-04-01,956,1972,148,1284.67,,53260,59599,6237,31.87,65.73,4.93,42.82,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,48,,,,,,,,,
42461355900000,2012-05-01,846,1997,132,1178.83,,54106,61596,6369,27.29,64.42,4.26,39.29,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,49,,,,,,,,,
42461355900000,2012-06-01,721,1858,112,1030.67,,54827,63454,6481,24.03,61.93,3.73,34.36,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,50,,,,,,,,,
42461355900000,2012-07-01,540,1772,84,835.33,,55367,65226,6565,17.42,57.16,2.71,27.84,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,51,,,,,,,,,
42461355900000,2012-08-01,641,1344,100,865.00,,56008,66570,6665,20.68,43.35,3.23,28.83,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,52,,,,,,,,,
42461355900000,2012-09-01,784,1458,123,1027.00,,56792,68028,6788,26.13,48.60,4.10,34.23,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,53,,,,,,,,,
42461355900000,2012-10-01,972,1649,152,1246.83,,57764,69677,6940,31.35,53.19,4.90,41.56,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,54,,,,,,,,,
42461355900000,2012-11-01,944,1670,151,1222.33,,58708,71347,7091,31.47,55.67,5.03,40.74,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,55,,,,,,,,,
42461355900000,2012-12-01,1071,1996,174,1403.67,,59779,73343,7265,34.55,64.39,5.61,46.79,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,56,,,,,,,,,
42461355900000,2013-01-01,935,2159,89,1294.83,,60714,75502,7354,30.16,69.65,2.87,43.16,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,57,,,,,,,,,
42461355900000,2013-02-01,906,1891,87,1221.17,,61620,77393,7441,32.36,67.54,3.11,40.71,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,58,,,,,,,,,
42461355900000,2013-03-01,1041,1838,100,1347.33,,62661,79231,7541,33.58,59.29,3.23,44.91,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,59,,,,,,,,,
42461355900000,2013-04-01,1029,1823,99,1332.83,,63690,81054,7640,34.30,60.77,3.30,44.43,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,60,,,,,,,,,
42461355900000,2013-05-01,971,1807,94,1272.17,,64661,82861,7734,31.32,58.29,3.03,42.41,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,61,,,,,,,,,
42461355900000,2013-06-01,783,1792,75,1081.67,,65444,84653,7809,26.10,59.73,2.50,36.06,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,62,,,,,,,,,
42461355900000,2013-07-01,864,1356,83,1090.00,,66308,86009,7892,27.87,43.74,2.68,36.33,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,63,,,,,,,,,
42461355900000,2013-08-01,780,1546,75,1037.67,,67088,87555,7967,25.16,49.87,2.42,34.59,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,64,,,,,,,,,
42461355900000,2013-09-01,840,1622,80,1110.33,,67928,89177,8047,28.00,54.07,2.67,37.01,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,65,,,,,,,,,
42461355900000,2013-10-01,613,1322,58,833.33,,68541,90499,8105,19.77,42.65,1.87,27.78,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,66,,,,,,,,,
42461355900000,2013-11-01,596,1173,57,791.50,,69137,91672,8162,19.87,39.10,1.90,26.38,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,67,,,,,,,,,
42461355900000,2013-12-01,601,1353,57,826.50,,69738,93025,8219,19.39,43.65,1.84,27.55,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,68,,,,,,,,,
42461355900000,2014-01-01,461,1220,70,664.33,,70199,94245,8289,14.87,39.35,2.26,22.14,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,69,,,,,,,,,
42461355900000,2014-02-01,912,1203,138,1112.50,,71111,95448,8427,32.57,42.96,4.93,37.08,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,70,,,,,,,,,
42461355900000,2014-03-01,711,1251,107,919.50,,71822,96699,8534,22.94,40.35,3.45,30.65,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,71,,,,,,,,,
42461355900000,2014-04-01,811,1581,122,1074.50,,72633,98280,8656,27.03,52.70,4.07,35.82,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,72,,,,,,,,,
42461355900000,2014-05-01,979,1868,146,1290.33,,73612,100148,8802,31.58,60.26,4.71,43.01,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,73,,,,,,,,,
42461355900000,2014-06-01,818,1652,122,1093.33,,74430,101800,8924,27.27,55.07,4.07,36.44,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,74,,,,,,,,,
42461355900000,2014-07-01,809,1712,120,1094.33,,75239,103512,9044,26.10,55.23,3.87,36.48,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,75,,,,,,,,,
42461355900000,2014-08-01,749,1680,111,1029.00,,75988,105192,9155,24.16,54.19,3.58,34.30,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,76,,,,,,,,,
42461355900000,2014-09-01,682,1549,101,940.17,,76670,106741,9256,22.73,51.63,3.37,31.34,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,77,,,,,,,,,
42461355900000,2014-10-01,729,1716,108,1015.00,,77399,108457,9364,23.52,55.35,3.48,33.83,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,78,,,,,,,,,
42461355900000,2014-11-01,657,1644,98,931.00,,78056,110101,9462,21.90,54.80,3.27,31.03,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,79,,,,,,,,,
42461355900000,2014-12-01,695,1719,104,981.50,,78751,111820,9566,22.42,55.45,3.35,32.72,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,80,,,,,,,,,
42461355900000,2015-01-01,745,1648,258,1019.67,,79496,113468,9824,24.03,53.16,8.32,33.99,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,81,,,,,,,,,
42461355900000,2015-02-01,598,1511,207,849.83,,80094,114979,10031,21.36,53.96,7.39,28.33,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,82,,,,,,,,,
42461355900000,2015-03-01,779,1580,271,1042.33,,80873,116559,10302,25.13,50.97,8.74,34.74,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,83,,,,,,,,,
42461355900000,2015-04-01,706,1622,248,976.33,,81579,118181,10550,23.53,54.07,8.27,32.54,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,84,,,,,,,,,
42461355900000,2015-05-01,726,1747,256,1017.17,,82305,119928,10806,23.42,56.35,8.26,33.91,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,85,,,,,,,,,
42461355900000,2015-06-01,624,1613,222,892.83,,82929,121541,11028,20.80,53.77,7.40,29.76,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,86,,,,,,,,,
42461355900000,2015-07-01,645,1678,230,924.67,,83574,123219,11258,20.81,54.13,7.42,30.82,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,87,,,,,,,,,
42461355900000,2015-08-01,503,1376,181,732.33,,84077,124595,11439,16.23,44.39,5.84,24.41,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,88,,,,,,,,,
42461355900000,2015-09-01,464,932,167,619.33,,84541,125527,11606,15.47,31.07,5.57,20.64,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,89,,,,,,,,,
42461355900000,2015-10-01,774,1448,280,1015.33,,85315,126975,11886,24.97,46.71,9.03,33.84,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,90,,,,,,,,,
42461355900000,2015-11-01,960,1585,348,1224.17,,86275,128560,12234,32.00,52.83,11.60,40.81,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,91,,,,,,,,,
42461355900000,2015-12-01,783,1424,285,1020.33,,87058,129984,12519,25.26,45.94,9.19,34.01,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,92,,,,,,,,,
42461355900000,2016-01-01,1008,1931,330,1329.83,,88066,131915,12849,32.52,62.29,10.65,44.33,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,93,,,,,,,,,
42461355900000,2016-02-01,867,1740,284,1157.00,,88933,133655,13133,29.90,60.00,9.79,38.57,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,94,,,,,,,,,
42461355900000,2016-03-01,953,2125,313,1307.17,,89886,135780,13446,30.74,68.55,10.10,43.57,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,95,,,,,,,,,
42461355900000,2016-04-01,830,1923,273,1150.50,,90716,137703,13719,27.67,64.10,9.10,38.35,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,96,,,,,,,,,
42461355900000,2016-05-01,753,1795,249,1052.17,,91469,139498,13968,24.29,57.90,8.03,35.07,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,97,,,,,,,,,
42461355900000,2016-06-01,575,1650,190,850.00,,92044,141148,14158,19.17,55.00,6.33,28.33,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,98,,,,,,,,,
42461355900000,2016-07-01,728,1678,241,1007.67,,92772,142826,14399,23.48,54.13,7.77,33.59,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,99,,,,,,,,,
42461355900000,2016-08-01,670,1599,222,936.50,,93442,144425,14621,21.61,51.58,7.16,31.22,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,100,,,,,,,,,
42461355900000,2016-09-01,599,1532,199,854.33,,94041,145957,14820,19.97,51.07,6.63,28.48,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,101,,,,,,,,,
42461355900000,2016-10-01,402,1710,134,687.00,,94443,147667,14954,12.97,55.16,4.32,22.90,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,102,,,,,,,,,
42461355900000,2016-11-01,570,1482,190,817.00,,95013,149149,15144,19.00,49.40,6.33,27.23,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,103,,,,,,,,,
42461355900000,2016-12-01,587,1449,196,828.50,,95600,150598,15340,18.94,46.74,6.32,27.62,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,104,,,,,,,,,
42461355900000,2017-01-01,611,1233,196,816.50,,96211,151831,15536,19.71,39.77,6.32,27.22,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,105,,,,,,,,,
42461355900000,2017-02-01,509,1298,164,725.33,,96720,153129,15700,18.18,46.36,5.86,24.18,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,106,,,,,,,,,
42461355900000,2017-03-01,525,1406,169,759.33,,97245,154535,15869,16.94,45.35,5.45,25.31,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,107,,,,,,,,,
42461355900000,2017-04-01,533,1225,172,737.17,,97778,155760,16041,17.77,40.83,5.73,24.57,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,108,,,,,,,,,
42461355900000,2017-05-01,549,1323,177,769.50,,98327,157083,16218,17.71,42.68,5.71,25.65,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,109,,,,,,,,,
42461355900000,2017-06-01,490,1356,158,716.00,,98817,158439,16376,16.33,45.20,5.27,23.87,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,110,,,,,,,,,
42461355900000,2017-07-01,585,1508,189,836.33,,99402,159947,16565,18.87,48.65,6.10,27.88,TREND AREA,,LARAH,1,DIAMONDBACK ENERGY,OIL,ACTIVE,COM,413000.0000,19270.12,1065.00,,111,,,,,,,,,
